#,Name,RA,DE
637,J224301.68+301508.2,340.757,30.2523
638,J224143.44+301132.6,340.431,30.1924
639,J224248.24+295938.0,340.701,29.9939
640,J224109.60+294626.7,340.29,29.7741
641,J224225.92+294202.1,340.608,29.7006
642,J224119.20+295749.3,340.33,29.9637
643,J224230.72+292632.6,340.628,29.4424
644,J224207.20+293002.1,340.53,29.5006
645,J225005.28+300713.0,342.522,30.1203
646,J225442.72+312802.6,343.678,31.4674
647,J224656.88+304835.2,341.737,30.8098
648,J224743.92+304512.6,341.933,30.7535
649,J224520.40+311235.2,341.335,31.2098
650,J224149.44+304511.1,340.456,30.7531
651,J224115.12+302122.3,340.313,30.3562
652,J225148.72+312829.2,342.953,31.4748
653,J225238.64+310025.5,343.161,31.0071
654,J224146.08+300253.5,340.442,30.0482
655,J224956.88+295242.2,342.487,29.8784
656,J225144.16+295427.3,342.934,29.9076
657,J224441.04+304934.6,341.171,30.8263
658,J224811.28+305045.6,342.047,30.846
659,J224124.72+305812.3,340.353,30.9701
660,J224213.44+295754.7,340.556,29.9652
661,J224234.80+295509.1,340.645,29.9192
662,J224224.00+301016.6,340.6,30.1713
663,J224230.72+293229.4,340.628,29.5415
664,J224219.68+293215.3,340.582,29.5376
665,J224125.92+292003.8,340.358,29.3344
666,J224125.68+292007.0,340.357,29.3353
667,J224135.28+292519.9,340.397,29.4222
668,J224556.16+301857.6,341.484,30.316
669,J225507.44+311828.8,343.781,31.308
670,J224238.64+293020.5,340.661,29.5057
671,J225620.88+310259.6,344.087,31.0499
672,J225242.72+292053.1,343.178,29.3481
673,J224540.08+310153.4,341.417,31.0315
674,J224155.44+304324.2,340.481,30.7234
675,J224254.72+303552.4,340.728,30.5979
676,J224305.28+303847.4,340.772,30.6465
677,J225336.72+311804.6,343.403,31.3013
678,J225350.64+310029.5,343.461,31.0082
679,J224758.80+313804.9,341.995,31.6347
680,J224130.72+300824.3,340.378,30.1401
681,J224049.92+294637.2,340.208,29.777
682,J224644.88+311924.6,341.687,31.3235
683,J224756.64+305523.8,341.986,30.9233
684,J224819.68+305010.6,342.082,30.8363
685,J224435.76+312040.5,341.149,31.3446
686,J224231.92+311245.7,340.633,31.2127
687,J224714.16+292915.3,341.809,29.4876
688,J224250.40+303010.0,340.71,30.5028
689,J224836.96+304005.1,342.154,30.6681
690,J224331.68+292851.2,340.882,29.4809
691,J225218.00+295402.1,343.075,29.9006
692,J224239.36+294331.4,340.664,29.7254
693,J224052.56+310248.8,340.219,31.0469
694,J224121.36+301157.8,340.339,30.1994
695,J225059.76+295229.2,342.749,29.8748
696,J224706.24+313221.1,341.776,31.5392
697,J232459.52+294706.3,351.248,29.7851
698,J232137.68+294424.0,350.407,29.74
699,J231313.20+301258.3,348.305,30.2162
700,J232540.56+312629.0,351.419,31.4414
701,J232421.12+312804.0,351.088,31.4678
702,J232421.36+312824.9,351.089,31.4736
703,J231625.44+292028.3,349.106,29.3412
704,J232445.84+300927.3,351.191,30.1576
705,J232459.28+294722.2,351.247,29.7895
706,J231422.08+311505.4,348.592,31.2515
707,J232322.56+292548.3,350.844,29.4301
708,J231511.52+305912.8,348.798,30.9869
709,J232321.60+292546.5,350.84,29.4296
710,J231435.76+311003.7,348.649,31.1677
711,J232459.04+294727.9,351.246,29.7911
712,J232449.92+293434.6,351.208,29.5763
713,J232449.44+312333.7,351.206,31.3927
714,J231458.56+294509.0,348.744,29.7525
715,J232536.00+311908.4,351.4,31.319
716,J232522.80+293545.9,351.345,29.5961
717,J231439.36+302417.2,348.664,30.4048
718,J231733.60+292602.0,349.39,29.4339
719,J003543.83+352156.1,8.93263,35.3656
720,J003720.44+345132.4,9.33517,34.859
721,J004420.97+350920.1,11.0874,35.1556
722,J004426.20+350722.8,11.1092,35.123
723,J004600.43+355723.0,11.5018,35.9564
724,J004114.47+334144.5,10.3103,33.6957
725,J003953.00+334406.7,9.97086,33.7352
726,J003707.30+355311.0,9.28043,35.8864
727,J003740.07+334830.6,9.41698,33.8085
728,J003712.11+355410.8,9.30048,35.903
729,J003408.77+334104.5,8.53654,33.6846
730,J003313.36+334138.7,8.3057,33.6941
731,J003354.31+334036.4,8.47629,33.6768
732,J003929.93+343053.2,9.87474,34.5148
733,J003419.26+345018.2,8.58025,34.8384
734,J004501.94+355726.2,11.2581,35.9573
735,J004232.30+343236.2,10.6346,34.5434
736,J004238.83+343027.0,10.6618,34.5075
737,J003757.89+354933.2,9.49121,35.8259
738,J004031.44+355602.7,10.131,35.9341
739,J003854.18+354711.0,9.72575,35.7864
740,J004038.66+353359.7,10.1611,35.5666
741,J003250.98+353113.0,8.21245,35.5203
742,J004630.55+355602.7,11.6273,35.9341
743,J003923.17+340101.9,9.84657,34.0172
744,J004314.71+344838.1,10.8113,34.8106
745,J003446.98+352428.8,8.69578,35.408
746,J003936.55+344023.5,9.90232,34.6732
747,J004256.85+335423.4,10.7369,33.9065
748,J004311.30+341915.6,10.7971,34.321
749,J003503.54+352359.6,8.76475,35.3999
750,J003656.65+334209.7,9.23605,33.7027
751,J003946.26+355107.9,9.94277,35.8522
752,J003830.73+354509.3,9.62807,35.7526
753,J010429.54+355739.2,16.1231,35.9609
754,J005534.29+355832.1,13.8929,35.9756
755,J005522.84+355759.4,13.8452,35.9665
756,J004927.52+342835.7,12.3647,34.4766
757,J005423.92+353333.8,13.5997,35.5594
758,J005606.38+343328.4,14.0266,34.5579
759,J005744.78+334121.8,14.4366,33.6894
760,J010055.15+334327.8,15.2298,33.7244
761,J010411.92+355644.5,16.0497,35.9457
762,J010540.32+355645.9,16.418,35.9461
763,J010404.89+355653.1,16.0204,35.9481
764,J010402.73+355750.0,16.0114,35.9639
765,J010420.32+355814.5,16.0847,35.9707
766,J005341.35+353741.5,13.4223,35.6282
767,J010239.52+355349.9,15.6647,35.8972
768,J005415.60+334101.3,13.565,33.6837
769,J005609.74+340831.2,14.0406,34.142
770,J004929.56+352654.9,12.3732,35.4486
771,J005813.96+344707.0,14.5582,34.7853
772,J005229.20+334708.8,13.1217,33.7858
773,J005634.68+351004.4,14.1445,35.1679
774,J005211.25+343909.3,13.0469,34.6526
775,J005105.04+335337.3,12.771,33.8937
776,J005104.32+335338.0,12.768,33.8939
777,J010141.37+355250.1,15.4224,35.8806
778,J010337.22+355055.6,15.9051,35.8488
779,J010304.72+352654.6,15.7697,35.4485
780,J010152.24+352121.6,15.4677,35.356
781,J010101.94+350018.7,15.2581,35.0052
782,J005619.15+343204.2,14.0798,34.5345
783,J005050.73+353642.8,12.7114,35.6119
784,J005156.47+350640.6,12.9853,35.1113
785,J010230.84+341632.8,15.6285,34.2758
786,J010324.16+340948.2,15.8507,34.1634
787,J010618.69+352254.1,16.5779,35.3817
788,J010547.28+345922.2,16.447,34.9895
789,J010039.84+335518.8,15.166,33.9219
790,J005513.99+352603.4,13.8083,35.4343
791,J010353.01+355456.1,15.9709,35.9156
792,J010230.48+341643.6,15.627,34.2788
793,J170423.28+312558.8,256.097,31.433
